Name,latitude,longitude,Type,Price,Reviews,city,Popularity
InLaw Suite quiet DC neighborhood.,38.92778,-77.10344,Private Room,95,9,Washington D.C.,Average
A Shaw house w/parking. Quick walk to U St & 14th,38.91022,-77.01439,Private Home,118,78,Washington D.C.,Extremely Popular
Luxury Suite in Embassy Row Home,38.91644,-77.05315,Private Room,150,117,Washington D.C.,Extremely Popular
Beautiful Palisades Home--sleeps 8,38.92634,-77.1089,Private Home,400,0,Washington D.C.,New Listing
"Ample Dupont Circle 1BR nr. U Street, Metro & Glen’s Mkt, by Blueground",38.91798,-77.04212,Private Home,112,0,Washington D.C.,New Listing
Best area in Adams Morgan: clean garden apartment,38.92162,-77.04823,Private Home,120,61,Washington D.C.,Extremely Popular
Spacious Full Room in Capitol Hill,38.88427,-76.99351,Private Room,45,0,Washington D.C.,New Listing
Hip & Modern 2BR Garden Unit -Walk to Chinatown,38.90068,-77.0096,Private Home,248,60,Washington D.C.,Extremely Popular
Beautiful 3 Bdrm Home near Green/Yellow/Red Lines,38.95111,-76.98963,Private Home,125,7,Washington D.C.,Average
3br apartment steps to the Convention Center!,38.9027,-77.01717,Private Home,1000,0,Washington D.C.,New Listing
Business in DC - Walk to Convention Center #1,38.90837,-77.01939,Private Room,73,39,Washington D.C.,High
"Heart of DC's 14th & U St Area, 5 Star Reviews",38.91989,-77.03344,Private Home,98,97,Washington D.C.,Extremely Popular
Sojourn Boutique at Dupont Place,38.9163,-77.04251,Private Room,117,18,Washington D.C.,High
The best room for a solo traveller!,38.90612,-77.01328,Private Room,50,176,Washington D.C.,Extremely Popular
🌟🌟Rare Find.Two Spacious and Cozy rooms in DC.,38.86782,-76.97857,Private Room,59,3,Washington D.C.,Low
NW DC/ NearTakoma Park Metro,38.968,-77.02463,Private Home,70,24,Washington D.C.,High
Charming Vintage Studio Located in Dupont.,38.91395,-77.04342,Private Home,700,0,Washington D.C.,New Listing
"Large, Capitol Hill East, Private Parking, Metro",38.886,-76.97992,Private Home,176,71,Washington D.C.,Extremely Popular
Spacious Cozy Private Basement in Penn Branch,38.87068,-76.95041,Private Room,65,42,Washington D.C.,High
"Inviting, modern K Street studio near H Street NE",38.90109,-76.99561,Private Home,90,12,Washington D.C.,Average
Comfortable bed room in Capitol Hill Neighborhood,38.89719,-76.9893,Private Room,70,37,Washington D.C.,High
437 New Jersey Ave SE,38.8833,-77.0079,Private Home,700,0,Washington D.C.,New Listing
"Capitol Hill Hotel, Accessible Queen",38.88542,-77.00216,Private Room,142,3,Washington D.C.,Low
Beautiful Modern Apt Near Capitol Hill - Short or Long Stay,38.90109,-76.99858,Private Home,134,227,Washington D.C.,Extremely Popular
"Spacious, Stylish, Cozy, Fun Home! Parking, Metro",38.93889,-77.06576,Private Home,101,300,Washington D.C.,Extremely Popular
"Sunny, spacious, and cozy 1 bedroom",38.90966,-77.04647,Private Home,148,11,Washington D.C.,Average
Spacious 2BR apartment near National Mall,38.87762,-77.02079,Private Home,1200,0,Washington D.C.,New Listing
Washington DC Apt ~5 Miles to National Mall!,38.83269,-77.00984,Private Home,102,0,Washington D.C.,New Listing
Enjoy our Nation’s Capitol STEPS from the Capitol!,38.8938,-77.00294,Private Home,120,7,Washington D.C.,Average
Georgetown Private Room/Suite,38.90764,-77.06247,Private Home,90,16,Washington D.C.,Average
"Urban retreat: Quiet, Quaint, and ""Quaran-clean""!",38.9389,-76.99345,Private Room,50,1,Washington D.C.,Low
Bear's House #1,38.93281,-77.03156,Private Room,100,0,Washington D.C.,New Listing
One Bedroom Suite with Full Kitchen,38.90729,-77.03726,Private Room,352,0,Washington D.C.,New Listing
Room 5,38.9452,-77.09472,Private Room,40,6,Washington D.C.,Average
"Private Bedroom in charming and quirky Takoma, DC!",38.96731,-77.01192,Private Room,31,186,Washington D.C.,Extremely Popular
"Boutique Luxury Condo, Convention Center/Chinatown",38.9003,-77.01927,Private Room,145,9,Washington D.C.,Average
Renovated Basement Apartment in Brookland,38.92899,-76.98083,Private Home,80,4,Washington D.C.,Low
*Luxe Lower Lvl Suite * Free WiFi * business ready,38.92574,-76.97248,Private Home,149,48,Washington D.C.,High
Prime Capitol Hill location. Great apartment.,38.88262,-76.9989,Private Home,110,122,Washington D.C.,Extremely Popular
CAPITOL HILL DELIGHT! LINCOLN PARK,38.89561,-76.98935,Private Home,120,60,Washington D.C.,Extremely Popular
Spacious in Bloomingdale! Walk to Children’s!,38.92096,-77.01073,Private Home,425,0,Washington D.C.,New Listing
Serene HILLCREST 4BR Cape Cod SFH @Sought Out Area,38.87039,-76.95493,Private Home,168,91,Washington D.C.,Extremely Popular
Loft Living in Logan Circle/14th St,38.91142,-77.03301,Private Home,475,9,Washington D.C.,Average
Charming Renovated Capital Hill Row Home,38.88196,-76.99939,Private Home,208,29,Washington D.C.,High
Corner of 24 and Comfy,38.90482,-77.05119,Private Home,107,328,Washington D.C.,Extremely Popular
"The RW Quiet City Retreat, 1 bedrm Suite (Private)",38.92365,-76.96437,Private Home,90,22,Washington D.C.,High
"Capitol Hill Row Home, Easy Access to Everything!",38.88528,-76.98363,Private Home,211,16,Washington D.C.,Average
Sleek Modern Apt sleeps 4- parking space and Bikes,38.89078,-76.99533,Private Home,145,64,Washington D.C.,Extremely Popular
Beautiful Spacious Capital Hill 1 BR Apartment,38.90298,-76.99067,Private Home,99,7,Washington D.C.,Average
"Charming, quiet, 3 br house, 10 min walk to metro!",38.93609,-76.99021,Private Home,145,1,Washington D.C.,Low
Beautiful Condo in the heart of downtown,38.91687,-77.03805,Private Home,176,0,Washington D.C.,New Listing
Brand new modern apartment with private entry,38.94358,-77.01283,Private Home,78,1,Washington D.C.,Low
"LUX 2 BR Apt in Penn Quarter, DC!",38.89395,-77.01895,Private Home,599,2,Washington D.C.,Low
Chic Studio in The Blackbird Apts w/ Concierge,38.87863,-76.98468,Private Home,51,0,Washington D.C.,New Listing
The Akwaaba Nest- Entire apt: 2 bedroom + 2 bath,38.96001,-77.03182,Private Home,122,7,Washington D.C.,Average
Your 1 Bed Apt near to Downtown DC,38.92645,-76.99089,Private Home,70,39,Washington D.C.,High
Capitol Hill Newly renovated Near Metro & Shops,38.88533,-76.99012,Private Home,95,0,Washington D.C.,New Listing
Vita's Hideaway,38.86314,-76.98836,Private Room,55,72,Washington D.C.,Extremely Popular
"U Street Capsule Hostel, 6 Capsule Room Mixed",38.91777,-77.02993,Shared Room,54,5,Washington D.C.,Average
Beautiful Room with Full Bath in a Stylish Home,38.96391,-77.02055,Private Room,45,29,Washington D.C.,High
BLACK SWAN | 14th & R | Executive Flat,38.91247,-77.03213,Private Home,104,2,Washington D.C.,Low
1BD Basement Perfect Loc w Parking (Renovated),38.91621,-77.03767,Private Home,125,42,Washington D.C.,High
"Artful Gallery Apartment Capital Hill, D.C.",38.89763,-76.98646,Private Home,160,0,Washington D.C.,New Listing
West End 1-bedroom apartment near DuPont Circle,38.90787,-77.04757,Private Home,200,0,Washington D.C.,New Listing
"Convenient, cozy aptment near 9:30 Club and U st",38.92534,-77.02642,Private Home,58,39,Washington D.C.,High
Georgetown – Best place to stay for visiting DC,38.90963,-77.06202,Private Home,120,4,Washington D.C.,Low
Meridian guest suite,38.9186,-77.03732,Private Room,79,1,Washington D.C.,Low
Shared space-Futon in Living Room,38.92672,-77.04019,Shared Room,51,0,Washington D.C.,New Listing
Sunny 2 Bedroom English Apartment,38.95424,-77.01093,Private Home,130,134,Washington D.C.,Extremely Popular
Luxury One bedroom in Georgetown,38.90826,-77.05764,Private Room,150,18,Washington D.C.,High
"The St. Gregory Hotel, Double Queen Suite",38.90646,-77.0457,Private Room,308,0,Washington D.C.,New Listing
Perfect City Living near the White House,38.897,-77.04806,Private Home,80,4,Washington D.C.,Low
Bright room in great boho row house,38.95304,-77.02223,Private Room,48,72,Washington D.C.,Extremely Popular
Home away from home.,38.91214,-77.0071,Private Home,125,4,Washington D.C.,Low
"Stylish, cozy garden apt in Petworth",38.94146,-77.03081,Private Home,92,47,Washington D.C.,High
Cute and Convenient,38.89963,-77.01183,Private Home,100,18,Washington D.C.,High
Modern 1br/2ba plus nursery with onsite parking,38.90534,-76.98031,Private Home,85,4,Washington D.C.,Low
Cozy Apt. Very Close to Georgetown,38.92382,-77.07295,Private Home,75,0,Washington D.C.,New Listing
"Beautiful, spacious townhome in Congress Heights",38.83917,-76.9917,Private Room,250,12,Washington D.C.,Average
Fully Renovated 1bdr Apt in DC Row Home,38.94606,-77.03544,Private Home,115,64,Washington D.C.,Extremely Popular
"Beautiful, private suite, in central Washington,DC",38.91446,-77.04303,Private Room,79,52,Washington D.C.,High
"Yours Truly DC, Standard King",38.90368,-77.0479,Private Room,143,1,Washington D.C.,Low
The Charm of Southwest Waterfront,38.87201,-77.01806,Private Room,129,0,Washington D.C.,New Listing
Room in charming historical house!,38.88322,-76.98912,Private Room,85,56,Washington D.C.,Extremely Popular
The Perfect Location for Inauguration/Women March,38.90276,-76.9879,Private Room,100,1,Washington D.C.,Low
Modern & Cozy 2-Bedroom Suite-Minutes to Downtown,38.82219,-77.00729,Private Home,130,34,Washington D.C.,High
Spacious modern home in heart of Adam's Morgan,38.92197,-77.04552,Private Home,200,1,Washington D.C.,Low
Private Bed+Bath near Convention Center,38.91765,-77.00419,Private Room,46,109,Washington D.C.,Extremely Popular
Newly Renovated Capitol Hill  3br/2.5ba SMART Home,38.89417,-76.98636,Private Home,164,37,Washington D.C.,High
Amazing 5 Levels LUXURY Rooftop Home@H ST Corridor,38.9013,-76.99284,Private Home,353,1,Washington D.C.,Low
District Studio—Stylish & quiet w/ Private Parking,38.95021,-77.03154,Private Home,139,129,Washington D.C.,Extremely Popular
Private Suite in the <3 of DC,38.94651,-77.02288,Private Home,120,161,Washington D.C.,Extremely Popular
18th n  Swann Monthly - fully furnished fast Wi-Fi,38.91519,-77.04181,Private Home,115,20,Washington D.C.,High
Sunny Studio in elegant area of DC,38.94989,-77.09263,Private Home,61,2,Washington D.C.,Low
METRO ACCESSIBLE TWO BEDROOM APT,38.89057,-76.93442,Private Home,75,116,Washington D.C.,Extremely Popular
"1 Bedrm, 3rd Fl, Dwntn,3 blks Convention Ctr/Metro",38.90523,-77.01663,Private Home,72,45,Washington D.C.,High
American Guest House - Room 201,38.91766,-77.04598,Private Room,214,0,Washington D.C.,New Listing
My home is so peaceful and the room is spacious,38.86624,-76.94748,Private Room,90,0,Washington D.C.,New Listing
Hip Historic 1-BD Apt. Dupont/Logan Circle,38.91073,-77.03231,Private Home,125,90,Washington D.C.,Extremely Popular
Renovated Trendy Shaw Home 7 Mins Walk to Metro #1,38.91344,-77.01617,Private Home,189,54,Washington D.C.,High
Luxury 3Br Bi-level Condo - Great 14th St Location,38.9226,-77.02815,Private Home,293,121,Washington D.C.,Extremely Popular
Capitol Hill: Cozy  Home / good for staycation,38.89888,-76.98828,Private Home,116,197,Washington D.C.,Extremely Popular
Your kid-friendly D.C. oasis,38.96737,-77.03123,Private Home,500,3,Washington D.C.,Low
One Bedroom Terrace Penthouse,38.89966,-77.03965,Private Room,495,0,Washington D.C.,New Listing
Incredible Modern LUXURY 2 Story  Warehouse Loft,38.89878,-77.01666,Private Home,349,45,Washington D.C.,High
"Cozy, boho, walkable studio in perfect location",38.9208,-77.038,Private Home,80,5,Washington D.C.,Average
Beautiful One-Bedroom Apt. 3 min From Capitol!!!,38.90173,-77.012,Private Home,200,5,Washington D.C.,Average
Comfy & convenient 2br apartment w/ parking by zoo,38.93155,-77.04402,Private Home,106,202,Washington D.C.,Extremely Popular
Cozy studio in historic DC building,38.90761,-77.02773,Private Home,61,9,Washington D.C.,Average
Perfection in Petworth ~ Sleeps 6 in style!,38.93768,-77.02272,Private Home,129,60,Washington D.C.,Extremely Popular
Dupont/West End chic one-bedroom apartment,38.90644,-77.04709,Private Home,129,119,Washington D.C.,Extremely Popular
Charming efficiency apt. in vibrant Adams Morgan,38.92295,-77.04579,Private Home,93,361,Washington D.C.,Extremely Popular
Capitol Hill Rowhouse - Inauguration Special,38.88525,-76.99154,Private Home,950,0,Washington D.C.,New Listing
Historic rowhouse apartment in the heart of DC,38.91526,-77.03982,Private Home,150,6,Washington D.C.,Average
Spacious 1-BR Apt in U St Corridor,38.91493,-77.03057,Private Home,130,91,Washington D.C.,Extremely Popular
"1 BR Apt,2nd Fl,  Downtn 3 Blks Convntn Ctr, Metro",38.90724,-77.01525,Private Home,61,41,Washington D.C.,High
"Sweet 1BR Apartment in Shaw, Balcony + Parking",38.90924,-77.02604,Private Home,98,1,Washington D.C.,Low
Amazing Renovated Apartment— close to everything!,38.97319,-77.02371,Private Home,120,33,Washington D.C.,High
U Street 2 bedroom apt,38.9227,-77.0286,Private Home,850,0,Washington D.C.,New Listing
Luxurious Apartment in the Heart of Historic H st.,38.89962,-76.98416,Private Home,97,9,Washington D.C.,Average
Small Room w/Full size bed,38.89377,-76.91314,Private Room,45,2,Washington D.C.,Low
Spacious 1BR  |Furnished |Work Desk & Wifi |By GLS,38.9004,-77.03256,Private Home,136,1,Washington D.C.,Low
"Cozy rooms for interns, students & professionals",38.93807,-77.02335,Private Room,39,4,Washington D.C.,Low
2 BR 3.5 bath Row Home in Capitol Hill East,38.89686,-76.97996,Private Home,2000,0,Washington D.C.,New Listing
Historic Capitol Hill Apt,38.88136,-76.98831,Private Home,115,121,Washington D.C.,Extremely Popular
Perfect studio in VERY central DC - renovated!,38.90902,-77.03318,Private Home,123,316,Washington D.C.,Extremely Popular
American Guest House - Room 401,38.91766,-77.04598,Private Room,259,0,Washington D.C.,New Listing
Sojourn on R 2 Bedroom,38.91394,-77.04231,Private Home,300,13,Washington D.C.,Average
One bedroom in DC- Great Location!,38.91174,-77.03875,Private Home,120,3,Washington D.C.,Low
"Studio Apartment, right off U Street Corridor",38.91768,-77.03122,Private Home,95,4,Washington D.C.,Low
Capitol Hill Charm @metro w/parking,38.8827,-76.98566,Private Home,115,106,Washington D.C.,Extremely Popular
Double Bedroom (Southwest Waterfront)2,38.90064,-77.00052,Shared Room,53,0,Washington D.C.,New Listing
Bedroom & Private Bath in Gorgeous Loft Condo,38.92189,-77.03136,Private Room,80,150,Washington D.C.,Extremely Popular
Private Executive Room with natural lights,38.96683,-77.0259,Private Room,55,1,Washington D.C.,Low
Master Bedroom - Columbia Heights Rowhouse,38.9265,-77.02424,Private Room,99,0,Washington D.C.,New Listing
Pet Friendly 1 Bed Petworth DC Apt with Laundry,38.94851,-77.01815,Private Home,67,27,Washington D.C.,High
"Sunshine, cozy & clean master room in Georgetown",38.91416,-77.07251,Private Room,69,49,Washington D.C.,High
NEW! Cozy one bedroom apartment in lively area!,38.9385,-77.03265,Private Home,60,5,Washington D.C.,Average
Lock9,38.90356,-77.06168,Private Room,132,1,Washington D.C.,Low
"AU Park, Sunny and Quiet",38.94565,-77.0899,Private Home,125,28,Washington D.C.,High
Duplex w/ Private Balcony 1 mile from White House,38.91045,-77.04114,Private Home,200,8,Washington D.C.,Average
DC Private Basement /Parking/Metro/AU/Clean/Comfy,38.95729,-77.06944,Private Home,100,114,Washington D.C.,Extremely Popular
Beautiful Georgetown Townhouse,38.91478,-77.07283,Private Home,250,0,Washington D.C.,New Listing
Cozy Studio with a King Bed and Parking!,38.93434,-77.05842,Private Home,119,99,Washington D.C.,Extremely Popular
Luxury Historic Hill Row House; Perfect Location,38.88762,-77.0024,Private Home,78,169,Washington D.C.,Extremely Popular
"Lux Mount Vernon 1BR w/ Gym, Pool, Garden, nr. Metro, by Blueground",38.90224,-77.01819,Private Home,133,0,Washington D.C.,New Listing
Bright Basement Retreat in Brookland,38.93929,-76.9874,Private Home,83,81,Washington D.C.,Extremely Popular
Family Friendly Cleveland Park by the Metro & Zoo!,38.9419,-77.05767,Private Home,165,62,Washington D.C.,Extremely Popular
★Room by Tourist Sites/St.Es near Metro+RokuTV+Pkg,38.84062,-76.99613,Private Room,37,43,Washington D.C.,High
Peaceful brick penthouse with private balcony,38.91201,-77.04865,Private Room,95,5,Washington D.C.,Average
Cozy get away,38.95503,-77.0239,Private Room,95,0,Washington D.C.,New Listing
Fully Renovated Upscale Georgetown Apartment,38.90981,-77.06254,Private Home,128,199,Washington D.C.,Extremely Popular
Family friendly house in the heart of Petworth,38.93936,-77.02277,Private Home,212,0,Washington D.C.,New Listing
NE DC Apartment,38.90272,-76.98587,Private Home,310,0,Washington D.C.,New Listing
2 br in a prime location,38.91844,-77.04665,Private Home,140,0,Washington D.C.,New Listing
"Clean, Cozy, and Affordable-2.",38.88249,-76.92722,Private Room,46,28,Washington D.C.,High
One Bedroom Condo With Rooftop Deck,38.95475,-77.02491,Private Home,200,5,Washington D.C.,Average
"Chill Living in Heart of DC, w/ Private Entrances",38.91229,-77.00641,Private Home,107,125,Washington D.C.,Extremely Popular
"All are welcomed, but the decor has a left lean.",38.8921,-76.96024,Private Room,49,368,Washington D.C.,Extremely Popular
Cozy Studio in Mt Pleasant- Inauguration Weekend,38.93243,-77.03798,Private Home,400,0,Washington D.C.,New Listing
💎Chíc En Suite💎 PERFECT for Long Stays,38.82703,-77.01131,Private Room,63,7,Washington D.C.,Average
♡Cute Private Room/Bath Steps Away From DC Culture,38.9191,-77.03021,Private Room,48,258,Washington D.C.,Extremely Popular
Our home with guest bed,38.95715,-76.99857,Private Room,45,2,Washington D.C.,Low
"Affordable & Charming Apartment on Capitol Hill, Sleeps Five",38.89259,-76.99799,Private Home,97,140,Washington D.C.,Extremely Popular
Beautiful Home in DC 6BR 3.5BA+Free Parking Passes,38.90109,-76.99376,Private Home,313,193,Washington D.C.,Extremely Popular
"Stylish, Hotel-Quality Room with Private Access",38.95733,-77.0213,Private Room,75,3,Washington D.C.,Low
oak street sunroom,38.93406,-77.03147,Private Room,48,11,Washington D.C.,Average
Grand Historic Victorian Row House,38.91098,-77.02987,Private Home,575,13,Washington D.C.,Average
"Cozy Home Near Metro, Minutes to City Attractions",38.88271,-76.92816,Private Home,149,6,Washington D.C.,Average
Takoma Park Home,38.97365,-77.0178,Private Home,100,0,Washington D.C.,New Listing
Living room Bed / Foggy Bottom metro & Georgetown,38.90573,-77.05258,Shared Room,49,56,Washington D.C.,Extremely Popular
Cozy home nestled in Mount Pleasant,38.93138,-77.04498,Private Home,110,7,Washington D.C.,Average
Family Friendly Home - Short Walk to Metro,38.95146,-77.0879,Private Home,250,0,Washington D.C.,New Listing
Private English Basement Close to the Capitol,38.91458,-77.01009,Private Home,78,18,Washington D.C.,High
Your Own Historic Row House Suite,38.90244,-77.0502,Private Home,177,332,Washington D.C.,Extremely Popular
